word_count,expert_estimated_effort,actual_effort,complexity_class,task_type
61,0,1200,,coding
53,0,10800,,general
110,0,7200,,general
18,0,7800,,coding
98,0,4800,,coding
45,0,5400,,general
44,0,6000,,coding
79,0,7200,,coding
69,0,3000,,coding
32,0,7200,,coding
44,0,3000,,writing
418,0,10200,,coding
356,0,7800,,coding
78,0,7200,,coding
22,0,12000,,reading
164,0,8400,,reading
303,0,6000,,coding
94,0,5400,,general
135,0,24600,,coding
178,0,6000,,writing
80,0,6600,,coding
162,0,18000,,coding
168,0,7200,,writing
3,0,3600,,general
26,0,3000,,general
4,0,8400,,general
24,0,3600,,general
204,0,7200,,coding
120,0,13200,,coding
53,0,36600,,coding
201,0,10800,,general
69,0,4800,,general
48,0,14400,,coding
85,0,18000,,coding
33,0,3000,,coding
25,0,8400,,coding
171,0,7800,,coding
136,0,3600,,coding
52,0,2400,,general
31,0,5400,,problem solving
18,0,1800,,general
48,0,1800,,general
47,0,7800,,writing
7,0,7800,,coding
58,0,6000,,coding
72,0,5400,,coding
17,0,3000,,reading
68,0,3000,,general
9,0,3000,,general
14,0,3600,,general
166,0,3000,,coding
46,0,3600,,coding
58,0,3600,,problem solving
70,0,2400,,coding
114,0,3600,,general
174,0,3600,,reading
40,0,3000,,coding
47,0,5400,,general
18,0,4200,,general
66,0,16800,,coding
404,0,14400,,coding
258,0,3600,,coding
55,0,10800,,reading
20,0,1800,,general
16,0,3000,,general
35,0,1800,,general
78,0,8400,,coding
118,0,3600,,reading
19,0,15000,,general
63,0,11400,,general
129,0,3600,,coding
23,0,2400,,general
207,0,7800,,coding
102,0,21000,,writing
122,0,3600,,problem solving
44,0,11400,,coding
20,0,9000,,general
20,0,10200,,general
44,0,2400,,coding
60,0,9000,,coding
222,0,6600,,coding
61,0,4800,,coding
110,0,13200,,coding
82,0,12000,,general
40,0,6000,,coding
22,0,600,,general
25,0,3600,,general
42,0,3600,,coding
265,0,6000,,coding
452,0,17400,,coding
59,0,8400,,general
93,0,14400,,writing
38,0,3600,,general
103,0,14400,,coding
363,0,13800,,coding
403,0,600,,writing
209,0,11400,,general
53,0,4200,,writing
64,0,4800,,problem solving
44,0,1200,,general
56,0,4800,,coding
54,0,4200,,problem solving
83,0,4800,,coding
55,0,1800,,coding
75,0,7800,,coding
63,0,11400,,coding
59,0,5400,,coding
26,0,4200,,writing
13,0,3000,,general
11,0,5400,,general
69,0,3000,,coding
62,0,3600,,general
28,0,6000,,general
20,0,3000,,general
32,0,4800,,general
68,0,3600,,coding
186,0,19200,,general
16,0,5400,,coding
45,0,6000,,writing
15,0,3600,,general
18,0,600,,general
174,0,2400,,coding
48,0,4200,,reading
32,0,4200,,coding
19,0,12600,,general
46,0,3600,,coding
27,0,4200,,general
42,0,3000,,general
32,0,3600,,writing
50,0,3000,,general
1181,0,6600,,coding
41,0,3600,,problem solving
21,0,18000,,general
487,0,24600,,coding
57,0,600,,general
23,0,5400,,general
66,1800,1200,2,coding
32,0,600,,coding
40,0,4200,,coding
75,0,7200,,coding
81,0,600,,coding
24,0,3600,,general
24,0,3600,,general
28,0,7200,,general
22,0,7200,,general
42,0,7200,,coding
5,14400,28800,4,coding
5,28800,28800,5,coding
3,28800,28800,5,general
8,57600,57600,5,general
47,144000,144000,5,coding
41,0,57600,,coding
93,0,7200,,coding
95,144000,14400,5,coding
217,144000,288000,5,reading
20,3600,7200,2,problem solving
48,0,28800,,writing
25,86400,86400,5,general
148,0,144000,,reading
47,0,7200,,general
65,1800,1800,2,coding
16,7200,7200,3,general
5,144000,7200,5,general
5,57600,57600,5,general
76,0,144000,,problem solving
6,0,28800,,general
36,151200,151200,5,writing
43,28800,28800,5,general
87,57600,57600,5,coding
24,86400,180000,5,reading
10,57600,14400,5,coding
4,28800,57600,5,general
102,0,2400,,coding
131,0,57600,,writing
30,0,6960,,coding
237,0,9600,,coding
174,0,163200,,coding
197,0,1800,,coding
49,0,12600,,reading
121,0,5400,,coding
13,0,1200,,general
31,0,3000,,coding
83,0,3000,,general
32,0,1200,,general
11,0,600,,general
15,0,4800,,general
120,0,2400,,coding
90,0,14400,,coding
13,0,600,,general
18,0,7800,,coding
10,0,27600,,coding
15,0,3000,,general
293,0,3600,,coding
45,0,9600,,coding
98,0,1800,,coding
13,0,600,,general
179,0,2400,,coding
149,0,7200,,coding
10,0,600,,general
236,0,4800,,coding
37,0,2400,,general
55,0,600,,coding
20,0,1200,,general
59,0,600,,general
32,0,4800,,coding
220,0,600,,reading
61,0,1200,,general
136,0,600,,general
35,0,1200,,general
37,0,4200,,general
179,0,9000,,coding
8,0,2400,,general
31,0,600,,coding
48,0,14400,,writing
178,0,3000,,reading
98,0,1800,,problem solving
72,0,6000,,writing
43,0,3600,,reading
251,0,10800,,coding
25,0,6000,,coding
44,0,4800,,general
21,0,18000,,coding
35,0,600,,general
5,0,10200,,general
158,0,13800,,coding
7,0,5400,,general
693,0,8400,,coding
33,0,2400,,research
8,0,6000,,general
9,0,6000,,general
9,0,4200,,general
10,0,3000,,general
9,0,10800,,general
8,0,7800,,general
15,0,1800,,general
32,0,6600,,coding
27,0,32400,,coding
8,0,13200,,general
9,0,17400,,general
10,0,7800,,general
8,0,1800,,general
153,0,600,,coding
29,0,600,,general
79,0,2400,,coding
179,0,3000,,coding
37,0,600,,general
117,0,600,,coding
25,604800,29400,5,general
27,0,600,,reading
54,0,1200,,general
97,0,2400,,writing
67,0,1800,,coding
5,0,6000,,coding
84,0,600,,coding
8,0,600,,general
12,0,1200,,general
62,0,1200,,coding
87,0,3000,,coding
120,0,1200,,coding
142,0,1200,,general
256,0,1200,,coding
31,0,1200,,coding
27,0,1200,,general
86,0,1200,,coding
171,0,1200,,reading
246,0,1200,,coding
101,0,4800,,coding
41,0,1200,,coding
121,0,4800,,coding
260,0,7200,,coding
36,0,1800,,coding
74,0,1800,,coding
16,0,3600,,general
54,7200,1800,3,review
29,0,3600,,general
9,86400,82800,5,general
12,10800,14400,3,general
19,0,18000,,coding
16,3600,7200,2,general
38,0,7200,,problem solving
15,3600,14400,2,writing
65,7200,14400,3,general
76,86400,86400,5,coding
75,0,7200,,coding
111,0,259200,,coding
160,0,115200,,coding
85,0,600,,coding
45,0,3600,,general
36,14400,3600,4,coding
68,0,5400,,coding
17,0,600,,general
55,0,1200,,problem solving
77,0,1200,,coding
74,0,600,,coding
116,0,1200,,coding
74,0,600,,coding
164,3600,600,2,research
39,0,600,,general
31,0,300,,coding
28,0,600,,general
16,1800,900,2,writing
70,86400,18000,5,research
78,0,3600,,coding
48,0,600,,coding
132,0,18600,,coding
34,600,600,1,review
22,1200,1200,2,writing
71,7200,7200,3,review
361,0,4200,,coding
132,0,10800,,coding
14,0,1200,,general
39,0,1200,,general
32,0,1200,,coding
33,0,1200,,general
30,0,1200,,problem solving
58,0,1200,,coding
55,0,1200,,coding
132,0,1200,,coding
136,0,1200,,coding
147,0,1200,,general
63,0,1200,,general
59,0,1200,,research
351,0,1200,,coding
37,0,1200,,general
72,0,1200,,general
21,0,1200,,general
40,0,1200,,coding
36,0,1200,,general
91,0,1200,,reading
130,0,1200,,general
38,0,1200,,coding
61,0,10800,,review
30,0,1200,,general
140,0,600,,coding
141,0,1200,,coding
120,0,1200,,reading
70,0,1200,,coding
96,0,2400,,coding
95,0,1200,,coding
45,0,7800,,general
60,3600,1800,2,review
33,7200,10800,3,writing
56,432000,259200,5,coding
59,0,3000,,coding
46,0,7800,,coding
25,0,4800,,general
191,0,1200,,coding
53,0,3600,,general
135,0,1200,,coding
98,0,3000,,coding
69,0,11400,,general
124,0,1800,,coding
355,0,3000,,coding
122,0,1800,,coding
124,0,1800,,coding
115,0,1800,,coding
279,0,1200,,coding
193,0,1800,,coding
209,0,5400,,coding
276,0,4200,,coding
40,0,12600,,coding
187,0,1200,,coding
26,0,6000,,general
69,0,1200,,coding
7,0,32400,,general
5,0,600,,general
81,0,600,,coding
22,0,600,,coding
31,0,600,,general
60,0,600,,general
80,0,600,,coding
65,0,600,,problem solving
86,0,600,,reading
85,0,600,,coding
5,0,600,,coding
77,0,600,,coding
24,0,600,,coding
51,0,600,,general
73,0,600,,coding
24,0,600,,problem solving
100,0,600,,coding
26,0,600,,problem solving
83,0,600,,coding
58,0,600,,general
47,0,600,,coding
10,0,600,,general
22,0,600,,writing
53,0,14400,,coding
410,0,172800,,coding
185,0,600,,writing
7,0,480,,general
133,0,600,,writing
47,0,120,,general
24,0,120,,general
127,0,900,,review
103,0,6660,,research
97,0,7560,,coding
18,0,1200,,general
7,0,1440,,general
159,0,240,,writing
218,0,420,,general
19,0,600,,general
33,0,540,,review
54,0,660,,coding
104,0,900,,coding
88,0,840,,general
52,0,780,,coding
40,0,900,,general
85,0,3060,,coding
120,0,5760,,coding
41,0,720,,general
59,0,780,,coding
210,0,360,,coding
54,0,720,,general
51,0,2100,,research
44,0,1320,,general
9,0,2400,,general
7,0,3060,,general
3,0,1380,,general
19,0,2040,,problem solving
3,0,420,,general
3,0,5880,,general
3,0,3600,,general
3,0,360,,general
37,0,720,,general
90,0,600,,reading
48,0,600,,general
166,0,600,,coding
421,0,600,,coding
131,0,720,,coding
86,0,1200,,coding
30,0,7200,,general
86,0,1200,,general
11,0,18600,,general
12,0,600,,general
55,0,1200,,general
117,0,3000,,coding
142,0,13800,,coding
82,0,4800,,coding
66,0,5400,,coding
19,0,1800,,general
38,0,4800,,review
37,0,2400,,review
16,0,2400,,reading
73,0,6600,,coding
214,0,5400,,coding
14,0,60600,,general
163,0,1200,,coding
6,0,24000,,coding
62,0,26400,,general
68,0,3600,,general
61,0,15000,,problem solving
7,0,7800,,coding
29,0,1800,,writing
90,0,34200,,coding
9,86400,28800,5,general
33,0,57600,,general
22,0,7200,,general
12,14400,14400,4,general
29,0,1200,,general
24,172800,172800,5,coding
93,259200,259200,5,coding
16,0,1800,,writing
38,0,1200,,general
61,0,1200,,coding
63,0,2400,,reading
39,0,5400,,general
92,0,1200,,coding
46,0,2400,,writing
36,0,5400,,general
138,86400,60600,5,reading
18,0,3600,,reading
64,0,8400,,review
72,0,1200,,coding
36,0,4200,,coding
77,0,2400,,general
33,0,2400,,general
86,0,4800,,coding
34,0,9000,,writing
46,0,2400,,research
53,0,2400,,general
19,0,1200,,general
99,0,50400,,coding
147,0,16800,,coding
130,0,5400,,reading
116,0,1200,,writing
54,0,3600,,coding
105,0,1200,,coding
60,0,1800,,review
141,0,1800,,coding
80,0,1200,,writing
55,0,3000,,writing
393,0,21000,,writing
27,0,1200,,general
130,0,1200,,coding
94,0,6000,,general
26,0,600,,coding
33,0,2400,,general
120,0,28200,,general
54,0,2400,,general
75,0,1200,,research
155,600,11400,1,reading
30,0,1800,,reading
26,0,2400,,general
29,0,2400,,reading
16,0,1200,,general
174,0,3600,,writing
44,0,1200,,general
51,0,3600,,coding
56,0,7800,,problem solving
212,0,18000,,coding
51,0,2400,,coding
22,0,21600,,coding
42,0,4800,,coding
18,0,9000,,general
78,0,3600,,coding
95,0,3600,,coding
65,0,10800,,coding
65,0,2400,,problem solving
165,0,2400,,coding
65,0,9000,,general
78,0,6600,,reading
182,0,2400,,coding
40,0,11400,,general
17,0,1200,,general
42,0,1200,,writing
89,0,600,,writing
38,0,600,,general
76,0,1200,,writing
80,0,1800,,research
132,0,1800,,general
10,0,4200,,general
24,0,13200,,general
52,0,3000,,coding
60,10800,1800,3,writing
84,0,600,,coding
44,0,1800,,review
25,0,2400,,general
29,0,15600,,coding
74,0,3000,,general
84,0,600,,coding
116,0,23400,,coding
324,0,1800,,coding
73,0,3000,,coding
39,0,1800,,general
533,0,25200,,coding
175,0,2400,,coding
60,0,27000,,coding
70,0,600,,coding
62,0,1800,,reading
15,0,600,,general
435,0,600,,coding
100,0,1800,,general
125,0,1800,,coding
21,0,1800,,general
67,0,1800,,reading
284,0,1200,,coding
39,0,3600,,general
223,0,7200,,coding
107,0,2400,,coding
23,0,600,,review
50,0,1800,,coding
64,0,3000,,coding
25,0,1800,,research
3,0,1200,,general
12,0,600,,general
158,0,600,,review
10,0,600,,general
23,0,2400,,research
33,0,3600,,coding
31,0,1800,,general
32,0,4200,,review
132,0,600,,coding
75,0,4200,,coding
125,0,3600,,writing
42,0,600,,coding
39,0,6600,,coding
39,0,3600,,general
103,0,1800,,coding
112,0,3600,,writing
31,0,1800,,general
58,0,1800,,research
54,0,5400,,coding
23,0,1800,,writing
36,0,1200,,review
53,0,1800,,writing
16,0,600,,review
49,0,600,,general
62,0,1200,,coding
9,0,1800,,writing
36,0,1800,,general
37,0,600,,general
21,0,7200,,general
44,0,600,,general
47,0,42600,,general
24,0,600,,writing
34,0,3600,,general
127,0,1800,,coding
87,0,4800,,reading
3,0,600,,general
122,0,1800,,general
63,0,17400,,general
88,0,1800,,writing
57,0,1200,,general
31,0,1800,,general
161,0,3000,,coding
93,0,1800,,coding
102,0,1800,,coding
1306,0,6600,,coding
34,0,1800,,general
249,0,5400,,review
360,0,3600,,coding
75,0,1200,,coding
117,0,5400,,coding
9,0,1800,,general
70,0,1200,,general
10,0,4800,,coding
48,0,3000,,general
67,0,1200,,coding
70,0,1200,,coding
269,0,1200,,coding
110,0,1800,,coding
83,0,600,,review
72,0,3600,,writing
62,0,1200,,general
48,0,1800,,coding
173,0,6600,,reading
27,0,3000,,general
85,0,1800,,reading
24,0,1800,,coding
94,0,1800,,general
101,0,2400,,coding
28,0,1800,,reading
13,0,1200,,research
19,0,4800,,general
69,0,3000,,coding
59,0,6600,,coding
73,0,4200,,reading
25,0,4800,,general
46,0,3600,,general
38,0,1200,,coding
25,0,1200,,general
87,0,600,,writing
84,0,1200,,reading
4,0,1800,,general
23,0,3600,,general
22,0,1200,,general
13,0,600,,general
11,0,2400,,general
22,0,6600,,general
47,0,1800,,coding
237,0,2400,,problem solving
35,0,1200,,writing
25,0,2400,,coding
33,0,2400,,general
11,0,1200,,general
36,0,600,,coding
22,0,4800,,reading
53,0,1800,,general
77,0,1800,,coding
123,0,3000,,coding
45,0,3600,,review
68,0,4800,,coding
104,0,1200,,reading
214,0,6000,,general
18,0,1800,,review
42,0,4800,,general
49,0,600,,coding
99,0,1200,,writing
24,0,1200,,general
77,0,600,,coding
153,0,5400,,coding
89,0,1800,,coding
121,0,1200,,writing
87,0,600,,coding
147,0,600,,coding
133,0,2400,,review
24,0,600,,writing
90,0,2400,,general
41,0,2400,,review
154,0,1200,,general
59,0,600,,coding
84,0,600,,reading
102,0,1800,,reading
110,0,1800,,coding
78,0,1200,,coding
30,0,1200,,general
63,0,3600,,writing
4,0,1200,,general
112,0,2400,,general
145,0,1800,,reading
139,0,1200,,writing
99,0,3000,,reading
17,0,1200,,reading
96,0,600,,reading
31,0,600,,reading
77,0,1200,,coding
25,0,1200,,coding
131,0,2400,,coding
3,0,1200,,general
34,0,1800,,general
71,0,1800,,coding
107,0,1200,,coding
238,0,3000,,coding
111,0,1800,,coding
25,0,600,,writing
44,0,600,,general
81,0,1800,,general
72,0,1800,,writing
49,0,21000,,review
196,0,600,,coding
23,0,2400,,coding
42,0,1200,,general
47,0,1800,,coding
44,0,1200,,general
70,0,1200,,writing
41,0,1800,,general
62,0,3600,,reading
25,0,1800,,general
140,0,3600,,general
70,0,1200,,review
47,0,2400,,general
49,0,1200,,general
36,0,1200,,general
202,0,1800,,coding
58,0,1200,,general
44,0,1200,,general
130,0,1200,,coding
46,0,1200,,reading
102,0,1800,,coding
51,0,1200,,coding
92,0,1800,,coding
49,0,15600,,coding
49,0,1200,,general
34,0,1200,,coding
39,0,1200,,coding
40,0,600,,coding
65,0,1200,,coding
48,0,1800,,general
19,0,1200,,general
85,0,2400,,reading
84,0,1200,,coding
386,0,4800,,coding
54,0,1200,,general
48,0,1800,,research
54,0,6000,,writing
149,0,2400,,coding
29,0,1200,,general
40,0,2400,,writing
38,0,2400,,coding
437,0,1200,,coding
75,0,1200,,research
49,0,1200,,general
44,0,1200,,writing
1,0,4800,,general
1,0,8400,,general
42,0,1200,,coding
130,0,1800,,writing
78,0,1200,,problem solving
116,0,4800,,general
191,0,2400,,writing
48,0,1200,,coding
54,0,600,,general
180,0,1800,,coding
38,0,4800,,writing
40,0,2400,,general
58,0,1200,,general
63,0,1800,,writing
89,0,2400,,general
64,0,1200,,writing
79,0,1200,,writing
17,0,1200,,general
19,0,1200,,review
45,0,1200,,general
82,0,2400,,coding
201,0,1200,,coding
42,0,2400,,general
54,0,1800,,writing
46,0,3000,,writing
71,0,1800,,general
16,0,2400,,coding
125,0,1800,,reading
52,0,4800,,review
136,0,1200,,reading
6,0,2400,,general
109,0,3000,,general
50,0,2400,,reading
42,0,1200,,problem solving
26,0,1200,,reading
56,0,1200,,reading
108,0,2400,,coding
44,0,1200,,reading
61,0,1800,,writing
53,0,600,,general
27,0,1800,,general
69,0,1200,,reading
42,0,1200,,general
102,0,3000,,reading
12,0,1200,,general
227,0,1200,,coding
358,0,1200,,coding
235,0,4200,,coding
119,0,5400,,coding
41,0,600,,reading
63,0,1200,,coding
121,0,1200,,coding
74,0,1800,,writing
30,0,2400,,general
21,0,1200,,general
63,0,5400,,coding
28,0,1200,,general
20,0,1200,,coding
26,0,3600,,general
16,0,1200,,general
214,0,1800,,coding
88,0,2400,,reading
57,0,3600,,coding
20,0,1200,,writing
137,0,4800,,general
2,0,9600,,general
45,0,5400,,reading
158,0,600,,coding
28,0,20400,,coding
29,0,2400,,general
39,0,1800,,general
33,0,600,,coding
43,0,600,,coding
45,0,600,,coding
62,0,600,,coding
46,0,600,,coding
89,0,2400,,general
71,0,1200,,coding
58,0,3600,,coding
30,0,1200,,review
215,0,3600,,coding
42,0,1800,,general
25,0,1200,,general
34,0,600,,coding
27,0,600,,writing
20,0,600,,coding
50,0,6000,,writing
74,0,600,,reading
76,0,600,,general
228,0,1200,,coding
19,0,600,,coding
79,0,1200,,writing
99,0,600,,review
17,0,1200,,general
26,0,3600,,general
187,0,600,,coding
35,0,1800,,review
32,0,3000,,general
81,0,600,,coding
91,0,1200,,general
25,0,600,,reading
25,0,600,,general
46,0,600,,general
52,0,600,,review
54,0,600,,reading
69,0,600,,coding
25,0,600,,general
138,0,1200,,coding
95,0,600,,general
72,0,600,,writing
17,0,1800,,general
58,0,1800,,review
18,0,1800,,general
86,0,600,,review
136,0,3600,,coding
102,0,600,,reading
52,0,600,,review
57,0,600,,general
35,0,600,,general
169,0,600,,general
60,0,3000,,reading
415,0,1200,,coding
1431,0,600,,coding
83,0,600,,review
32,0,3000,,review
287,0,600,,general
47,0,600,,general
21,0,1200,,general
35,0,600,,reading
125,0,600,,reading
109,0,600,,reading
93,0,1800,,coding
111,0,3000,,general
16,0,600,,reading
41,0,600,,coding
113,0,600,,reading
43,0,1800,,general
32,0,12600,,general
37,0,600,,general
20,0,1200,,general
43,0,600,,general
85,0,1200,,general
68,0,600,,coding
22,0,3000,,general
19,0,600,,reading
45,0,600,,problem solving
18,0,1200,,general
459,0,1800,,coding
54,0,600,,reading
20,0,600,,general
55,0,1800,,review
112,0,600,,general
135,0,5400,,writing
187,0,3000,,coding
53,0,4800,,writing
132,0,1200,,writing
115,0,4200,,general
138,0,1800,,coding
31,0,1200,,reading
66,0,2400,,writing
122,0,5400,,writing
38,0,600,,general
57,0,4200,,general
17,0,2400,,general
19,0,1200,,general
147,0,4200,,coding
69,0,3600,,coding
69,0,1200,,reading
25,0,600,,general
415,0,600,,coding
83,0,600,,coding
56,0,1800,,coding
54,0,1200,,general
850,0,600,,coding
114,0,2400,,coding
13,0,7200,,coding
30,0,22800,,coding
90,0,600,,problem solving
30,0,4200,,writing
8,0,17400,,general
31,0,1800,,general
48,0,4200,,general
61,0,13800,,reading
302,0,49800,,coding
162,0,10200,,general
17,3600,3600,2,general
61,0,259200,,writing
28,3600,3600,2,review
89,0,600,,coding
360,0,600,,reading
35,1800,1800,2,general
129,0,7200,,coding
101,3600,600,2,coding
28,3600,3600,2,general
28,172800,14400,5,general
90,0,7800,,coding
9,0,600,,general
54,0,3000,,general
27,0,3000,,reading
120,0,6000,,coding
160,0,11400,,coding
24,0,3600,,coding
82,0,21600,,general
101,0,3000,,coding
140,0,9600,,general
26,0,2400,,general
46,0,3000,,general
50,0,12600,,general
42,0,3000,,general
31,0,7200,,coding
76,0,1200,,writing
117,0,1200,,coding
166,0,1200,,reading
15,1800,600,2,writing
28,0,1200,,writing
59,0,600,,general
90,0,1200,,general
113,0,600,,coding
14,0,3600,,general
54,3600,3600,2,coding
240,0,57600,,coding
38,0,7200,,general
66,0,13200,,general
223,0,1200,,coding
191,0,6000,,coding
33,0,3600,,writing
42,0,4800,,general
21,900,10800,1,general
7,7200,10800,3,general
12,0,1800,,general
112,14400,46800,4,coding
9,86400,144000,5,general
39,1800,3600,2,general
42,0,18000,,general
63,7200,7200,3,coding
6,3600,5400,2,general
29,28800,226800,5,general
14,3600,15300,2,problem solving
62,0,5400,,coding
59,259200,126000,5,coding
42,86400,270000,5,coding
54,7200,10800,3,general
31,28800,64800,5,coding
20,10800,7200,3,coding
81,0,21600,,general
61,3600,7200,2,general
40,0,900,,review
82,3600,7200,2,general
16,0,900,,writing
43,1800,1800,2,coding
28,1800,3600,2,general
20,3600,7200,2,general
44,1800,3600,2,coding
16,1800,3600,2,general
53,0,10800,,coding
29,3600,3600,2,general
28,0,115200,,review
26,14400,18000,4,general
49,900,900,1,coding
36,900,1800,1,general
25,7200,5400,3,general
21,0,3600,,coding
11,0,14400,,general
72,7200,10800,3,review
108,0,7200,,review
26,3600,5400,2,general
27,900,5400,1,general
26,14400,7200,4,coding
23,3600,10800,2,general
119,0,18000,,reading
26,3600,7200,2,general
20,3600,5400,2,general
239,0,10800,,coding
67,86400,86400,5,general
36,1800,1200,2,coding
114,0,14400,,coding
27,900,600,1,general
33,0,5400,,general
30,0,10800,,coding
26,0,14400,,coding
17,0,3600,,general
20,0,345600,,coding
13,3600,3600,2,general
20,86400,86400,5,general
4,1800,1800,2,writing
21,900,900,1,general
37,0,1800,,writing
21,0,86400,,general
86,0,18000,,general
35,0,7200,,coding
29,1800,600,2,general
79,3600,7200,2,coding
32,0,10800,,coding
84,0,3600,,problem solving
7,0,7200,,general
14,10800,18000,3,general
37,0,5400,,general
9,3600,14400,2,general
18,0,7200,,general
29,10800,54000,3,coding
27,0,14400,,review
89,0,600,,reading
165,0,600,,reading
48,0,1800,,general
308,21600,21600,5,coding
162,172800,14400,5,reading
204,0,14400,,writing
46,259200,259200,5,general
75,7200,5400,3,coding
152,14400,9000,4,coding
1,0,600,,general
179,0,600,,coding
30,0,600,,general
16,0,660,,review
202,0,1200,,coding
85,14400,7200,4,coding
26,7200,7200,3,writing
35,1800,1200,2,writing
20,3600,1200,2,research
22,3600,900,2,general
35,1200,900,2,coding
19,0,900,,writing
19,900,1200,1,coding
40,0,900,,coding
30,0,7200,,coding
35,172800,43800,5,coding
7,0,14400,,general
31,3600,7200,2,general
53,0,3600,,review
65,3600,4200,2,general
43,14400,3600,4,coding
46,172800,25800,5,general
32,0,13320,,coding
41,7200,900,3,coding
20,600,300,1,general
73,28800,5400,5,general
30,28800,21600,5,general
39,14400,7200,4,coding
15,0,1800,,general
21,43200,8100,5,coding
20,7200,3600,3,coding
21,0,7200,,general
42,18000,10800,4,writing
35,1800,1800,2,general
31,0,900,,coding
50,0,1200,,coding
23,3600,2700,2,general
37,300,240,1,research
13,300,120,1,general
14,3600,1320,2,coding
39,0,960,,problem solving
64,10800,5520,3,writing
48,0,14940,,coding
101,7200,300,3,general
55,0,8280,,problem solving
38,0,4500,,general
9,9000,9300,3,general
10,9000,3300,3,general
5,0,10800,,general
7,0,6180,,general
5,0,6720,,general
22,14400,8820,4,coding
33,0,14400,,coding
236,0,1800,,writing
31,0,900,,general
201,0,4560,,coding
25,0,480,,general
27,7200,2580,3,coding
27,0,71820,,coding
44,0,960,,general
38,0,4500,,general
59,0,2640,,coding
46,0,14520,,general
28,0,2580,,coding
26,0,5460,,coding
46,0,16200,,general
65,0,195060,,coding
23,259200,83580,5,coding
50,432000,230280,5,coding
38,172800,113280,5,coding
316,86400,86400,5,coding
38,172800,172800,5,general
20,3600,3600,2,review
151,86400,9000,5,review
42,0,86400,,general
13,0,10800,,general
87,0,345600,,coding
64,604800,46800,5,coding
40,0,36000,,general
40,0,1800,,coding
84,0,93600,,coding
12,14400,61200,4,general
19,144000,86400,5,reading
96,115200,129600,5,general
75,0,6000,,reading
13,0,7200,,general
65,172800,172800,5,problem solving
77,0,1800,,coding
106,1209600,14400,5,coding
98,86400,3600,5,coding
17,10800,10800,3,general
6,0,18000,,general
15,28800,25200,5,coding
141,0,1200,,reading
7,0,2400,,coding
51,14400,240,4,general
60,86400,86400,5,review
36,86400,86400,5,general
14,86400,86400,5,general
12,43200,32400,5,general
47,86400,86400,5,coding
57,259200,86400,5,general
57,172800,86400,5,coding
20,86400,86400,5,general
16,86400,3600,5,coding
25,172800,5760,5,general
122,432000,21600,5,coding
13,86400,43200,5,general
41,86400,87840,5,general
42,86400,14400,5,reading
63,259200,146400,5,general
29,259200,345600,5,general
65,86400,86400,5,general
93,1800,3600,2,coding
281,3600,5400,2,coding
89,0,1800,,general
96,86400,14400,5,general
446,86400,26640,5,coding
147,432000,259200,5,general
19,604800,86400,5,general
14,0,600,,research
209,0,1800,,coding
68,0,1200,,coding
175,126000,75600,5,coding
148,7200,18000,3,coding
34,0,9000,,writing
86,0,14400,,general
101,0,172800,,writing
6,0,43200,,general
294,0,172800,,coding
87,0,172800,,coding
13,28800,28800,5,coding
71,2203200,345600,5,general
45,3600,3600,2,general
18,172800,172800,5,coding
170,0,600,,coding
14,604800,7200,5,coding
61,0,240,,coding
56,0,180,,reading
97,0,3660,,coding
9,0,480,,general
96,0,2940,,coding
19,0,780,,coding
8,0,240,,general
75,0,4260,,general
15,0,10140,,general
70,0,2820,,coding
78,0,120,,research
34,0,300,,general
56,0,600,,general
53,0,240,,coding
44,0,120,,general
117,0,3060,,coding
30,0,1080,,general
64,0,2340,,coding
57,0,840,,general
69,0,17520,,general
57,0,1020,,coding
53,0,1200,,coding
52,0,1500,,coding
63,0,6420,,general
69,0,300,,coding
84,0,300,,coding
661,0,2040,,coding
42,0,1380,,coding
41,0,180,,coding
42,0,1260,,coding
40,0,120,,coding
49,0,1140,,coding
54,0,1560,,coding
184,0,2220,,coding
58,0,120,,coding
120,0,2040,,coding
141,0,1500,,coding
33,0,2700,,coding
207,0,180,,coding
74,0,1020,,coding
22,0,780,,general
61,0,59040,,coding
61,0,300,,general
76,0,960,,reading
5,0,720,,general
43,0,3480,,coding
159,0,240,,general
130,0,7440,,coding
93,0,540,,coding
5,0,360,,general
4,0,1860,,general
4,0,540,,review
7,0,1020,,general
9,0,300,,general
30,0,180,,general
23,0,900,,general
63,0,1020,,coding
20,0,420,,coding
49,0,420,,coding
301,0,1320,,coding
53,0,120,,coding
43,0,7020,,general
113,0,300,,general
193,0,1080,,coding
180,0,2460,,writing
151,0,180,,coding
110,0,420,,coding
144,0,120,,coding
137,0,3060,,reading
259,0,6960,,coding
4,0,180,,general
61,0,420,,general
210,0,240,,coding
168,0,180,,coding
46,0,1680,,coding
88,0,720,,coding
83,0,120,,general
43,0,5580,,research
30,0,120,,general
109,0,2520,,coding
169,0,2640,,coding
66,0,1500,,coding
143,0,180,,coding
279,0,1200,,review
68,0,1920,,coding
108,0,120,,research
57,0,720,,general
6,0,840,,general
123,0,660,,reading
116,0,3420,,research
95,0,4020,,coding
29,0,600,,coding
86,0,63180,,coding
96,0,120,,review
1,0,26880,,general
41,0,180,,coding
142,0,840,,coding
108,0,180,,coding
199,0,1680,,coding
54,0,1380,,coding
21,0,300,,general
28,0,4440,,reading
9,0,2700,,general
18,0,1080,,general
24,0,120,,coding
11,0,480,,general
